cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
26,Casablanca,2026-04-28 10:31:37.518560,33.5731,-7.5898,20.0,19.96,73.0,1011.0,1.54,260.0,75.0,Clouds,broken clouds,2.0,4.64,12.45,0.79,95.45,0.94,115.8,10.0,1.0,28.0,4.0,1
26,Fes,2026-04-28 10:31:47.400406,34.0181,-5.0078,18.95,18.91,77.0,1011.0,4.63,270.0,40.0,Rain,light rain,2.0,4.6,9.36,0.72,77.29,0.36,104.28,10.0,1.0,28.0,4.0,2
26,Marrakech,2026-04-28 10:31:44.119304,31.6295,-7.9811,14.98,14.83,88.0,1012.0,1.03,0.0,75.0,Rain,light rain,2.0,3.58,8.82,1.01,86.25,0.43,110.53,10.0,1.0,28.0,4.0,3
26,Rabat,2026-04-28 10:31:40.809089,34.0209,-6.8416,21.35,21.58,78.0,1010.0,3.09,210.0,75.0,Clouds,broken clouds,2.0,4.08,10.48,1.54,89.66,2.09,115.2,10.0,1.0,28.0,4.0,4
26,Tanger,2026-04-28 10:31:50.895435,35.7595,-5.834,20.74,20.78,73.0,1011.0,2.06,130.0,75.0,Clouds,broken clouds,2.0,7.41,12.96,2.53,96.16,4.24,126.16,10.0,1.0,28.0,4.0,5
27,Agadir,2026-04-28 11:32:15.940099,30.4278,-9.5981,20.06,20.13,77.0,1013.0,2.69,266.0,97.0,Clouds,overcast clouds,2.0,1.91,4.22,0.18,96.71,0.16,114.46,11.0,1.0,28.0,4.0,0
27,Casablanca,2026-04-28 11:31:57.008573,33.5731,-7.5898,21.84,21.75,64.0,1011.0,2.06,280.0,75.0,Clouds,broken clouds,2.0,4.66,12.42,0.63,96.66,1.01,114.5,11.0,1.0,28.0,4.0,1
27,Fes,2026-04-28 11:32:08.514174,34.0181,-5.0078,20.95,20.88,68.0,1011.0,2.57,280.0,40.0,Rain,light rain,2.0,4.23,7.94,0.52,79.66,0.32,104.42,11.0,1.0,28.0,4.0,2
27,Marrakech,2026-04-28 11:32:04.564134,31.6295,-7.9811,14.98,14.99,94.0,1012.0,1.54,260.0,75.0,Clouds,broken clouds,2.0,3.32,7.97,0.95,86.85,0.45,109.65,11.0,1.0,28.0,4.0,3
27,Rabat,2026-04-28 11:32:01.192915,34.0209,-6.8416,22.37,22.7,78.0,1010.0,3.09,260.0,75.0,Clouds,broken clouds,2.0,3.68,9.43,1.32,91.28,2.08,113.79,11.0,1.0,28.0,4.0,4
27,Tanger,2026-04-28 11:32:12.313312,35.7595,-5.834,22.74,22.85,68.0,1010.0,2.57,170.0,75.0,Clouds,broken clouds,3.0,6.76,12.67,1.96,100.25,4.04,124.53,11.0,1.0,28.0,4.0,5
28,Agadir,2026-04-28 12:32:34.185377,30.4278,-9.5981,22.06,22.31,76.0,1013.0,3.54,268.0,97.0,Clouds,overcast clouds,2.0,2.03,4.52,0.14,95.94,0.16,114.11,12.0,1.0,28.0,4.0,0
28,Casablanca,2026-04-28 12:32:17.942056,33.5731,-7.5898,21.84,21.86,68.0,1011.0,2.57,300.0,75.0,Clouds,broken clouds,2.0,4.6,12.16,0.53,97.63,1.06,113.38,12.0,1.0,28.0,4.0,1
28,Fes,2026-04-28 12:32:27.686631,34.0181,-5.0078,21.95,21.87,64.0,1010.0,2.57,50.0,40.0,Clouds,scattered clouds,2.0,3.78,6.67,0.4,79.89,0.28,104.0,12.0,1.0,28.0,4.0,2
28,Marrakech,2026-04-28 12:32:24.463983,31.6295,-7.9811,17.98,17.97,82.0,1011.0,2.06,240.0,75.0,Clouds,broken clouds,2.0,3.08,7.29,0.87,87.37,0.49,109.12,12.0,1.0,28.0,4.0,3
28,Rabat,2026-04-28 12:32:21.184590,34.0209,-6.8416,22.37,22.7,78.0,1010.0,2.57,260.0,75.0,Clouds,broken clouds,2.0,3.58,8.99,1.18,92.81,2.19,112.63,12.0,1.0,28.0,4.0,4
28,Tanger,2026-04-28 12:32:30.918342,35.7595,-5.834,22.74,22.85,68.0,1010.0,3.09,200.0,75.0,Clouds,broken clouds,3.0,6.9,13.76,1.39,105.26,3.91,123.53,12.0,1.0,28.0,4.0,5
29,Agadir,2026-04-28 13:49:53.431796,30.4278,-9.5981,23.06,23.35,74.0,1012.0,4.81,268.0,38.0,Clouds,scattered clouds,2.0,2.22,4.97,0.13,95.43,0.16,114.05,13.0,1.0,28.0,4.0,0
29,Casablanca,2026-04-28 13:49:35.552871,33.5731,-7.5898,22.01,22.04,68.0,1010.0,3.6,320.0,75.0,Clouds,broken clouds,2.0,4.1,10.63,0.45,99.07,1.01,113.26,13.0,1.0,28.0,4.0,1
29,Fes,2026-04-28 13:49:46.165732,34.0181,-5.0078,21.95,22.11,73.0,1009.0,3.6,330.0,40.0,Clouds,scattered clouds,2.0,3.08,6.05,0.27,85.22,0.2,103.87,13.0,1.0,28.0,4.0,2
29,Marrakech,2026-04-28 13:49:42.781125,31.6295,-7.9811,19.98,19.94,73.0,1011.0,2.57,280.0,75.0,Clouds,broken clouds,2.0,2.96,7.34,0.67,90.3,0.52,108.75,13.0,1.0,28.0,4.0,3
29,Rabat,2026-04-28 13:49:39.253180,34.0209,-6.8416,22.37,22.7,78.0,1010.0,3.6,270.0,0.0,Clear,clear sky,2.0,3.41,7.93,0.95,96.26,2.16,112.65,13.0,1.0,28.0,4.0,4
29,Tanger,2026-04-28 13:49:49.950405,35.7595,-5.834,20.74,20.78,73.0,1010.0,4.63,270.0,75.0,Clouds,broken clouds,3.0,7.83,15.86,0.93,110.48,3.67,122.94,13.0,1.0,28.0,4.0,5
30,Agadir,2026-04-28 15:28:43.554925,30.4278,-9.5981,23.06,23.22,69.0,1011.0,6.02,272.0,32.0,Clouds,scattered clouds,2.0,3.2,5.13,0.18,98.47,0.19,115.7,15.0,1.0,28.0,4.0,0
30,Casablanca,2026-04-28 15:28:26.556177,33.5731,-7.5898,20.01,20.08,77.0,1010.0,4.12,330.0,75.0,Clouds,broken clouds,3.0,3.06,7.61,0.45,100.05,0.99,112.77,15.0,1.0,28.0,4.0,1
30,Fes,2026-04-28 15:28:36.692299,34.0181,-5.0078,22.95,22.97,64.0,1008.0,3.09,320.0,75.0,Clouds,broken clouds,2.0,4.48,10.14,0.17,89.34,0.22,99.81,15.0,1.0,28.0,4.0,2
30,Marrakech,2026-04-28 15:28:33.313671,31.6295,-7.9811,20.98,20.91,68.0,1010.0,2.57,310.0,75.0,Clouds,broken clouds,2.0,3.37,8.2,0.5,91.45,0.56,107.29,15.0,1.0,28.0,4.0,3
30,Rabat,2026-04-28 15:28:29.932914,34.0209,-6.8416,22.37,22.57,73.0,1010.0,4.12,270.0,75.0,Clouds,broken clouds,2.0,2.78,6.55,0.81,96.68,1.99,110.92,15.0,1.0,28.0,4.0,4
30,Tanger,2026-04-28 15:28:39.970432,35.7595,-5.834,20.74,20.91,78.0,1010.0,3.09,240.0,75.0,Clouds,broken clouds,3.0,8.04,14.81,0.83,112.74,3.59,123.7,15.0,1.0,28.0,4.0,5
31,Agadir,2026-04-28 16:29:02.352102,30.4278,-9.5981,22.06,22.04,66.0,1010.0,6.88,275.0,30.0,Clouds,scattered clouds,2.0,3.49,5.58,0.19,98.9,0.2,115.66,16.0,1.0,28.0,4.0,0
31,Casablanca,2026-04-28 16:28:45.660768,33.5731,-7.5898,19.01,19.11,82.0,1010.0,4.63,330.0,75.0,Clouds,broken clouds,3.0,3.61,8.23,0.44,100.55,1.1,112.24,16.0,1.0,28.0,4.0,1
31,Fes,2026-04-28 16:28:55.662790,34.0181,-5.0078,22.95,22.87,60.0,1007.0,3.09,340.0,75.0,Rain,light rain,2.0,4.15,9.05,0.19,88.58,0.22,99.96,16.0,1.0,28.0,4.0,2
31,Marrakech,2026-04-28 16:28:52.212329,31.6295,-7.9811,21.98,21.9,64.0,1009.0,2.57,250.0,75.0,Clouds,broken clouds,2.0,3.51,8.49,0.44,91.45,0.61,106.27,16.0,1.0,28.0,4.0,3
31,Rabat,2026-04-28 16:28:48.925143,34.0209,-6.8416,21.37,21.6,78.0,1009.0,3.6,300.0,75.0,Clouds,broken clouds,2.0,3.24,7.01,0.95,97.69,2.52,110.4,16.0,1.0,28.0,4.0,4
31,Tanger,2026-04-28 16:28:59.073379,35.7595,-5.834,19.74,19.94,83.0,1009.0,3.09,260.0,75.0,Clouds,broken clouds,3.0,8.71,16.72,0.67,113.98,3.05,122.9,16.0,1.0,28.0,4.0,5
32,Agadir,2026-04-28 17:19:54.269928,30.4278,-9.5981,21.06,20.92,65.0,1010.0,8.05,289.0,23.0,Clouds,few clouds,2.0,3.65,5.76,0.21,99.82,0.2,115.64,17.0,1.0,28.0,4.0,0
32,Casablanca,2026-04-28 17:19:37.016055,33.5731,-7.5898,18.95,18.91,77.0,1010.0,3.09,330.0,75.0,Clouds,broken clouds,3.0,4.72,9.5,0.58,101.28,1.36,112.82,17.0,1.0,28.0,4.0,1
32,Fes,2026-04-28 17:19:47.572215,34.0181,-5.0078,22.97,22.99,64.0,1007.0,4.12,330.0,75.0,Rain,light rain,2.0,3.75,7.81,0.27,88.25,0.22,100.92,17.0,1.0,28.0,4.0,2
32,Marrakech,2026-04-28 17:19:44.164609,31.6295,-7.9811,20.97,20.9,68.0,1008.0,3.09,210.0,75.0,Clouds,broken clouds,2.0,3.6,8.33,0.52,92.75,0.66,107.7,17.0,1.0,28.0,4.0,3
32,Rabat,2026-04-28 17:19:40.935026,34.0209,-6.8416,20.37,20.76,88.0,1009.0,3.6,300.0,75.0,Clouds,broken clouds,2.0,4.37,8.2,1.47,98.48,3.15,111.92,17.0,1.0,28.0,4.0,4
32,Tanger,2026-04-28 17:19:51.046966,35.7595,-5.834,18.74,18.97,88.0,1009.0,2.06,250.0,75.0,Clouds,broken clouds,3.0,8.91,18.42,0.65,113.26,2.32,121.97,17.0,1.0,28.0,4.0,5
33,Agadir,2026-04-28 18:20:13.564077,30.4278,-9.5981,22.06,22.02,65.0,1010.0,7.44,293.0,18.0,Clouds,few clouds,3.0,3.85,6.05,0.24,100.52,0.21,115.64,18.0,1.0,28.0,4.0,0
33,Casablanca,2026-04-28 18:19:56.599408,33.5731,-7.5898,18.95,18.91,77.0,1010.0,3.6,320.0,75.0,Clouds,broken clouds,3.0,6.21,11.57,0.81,101.05,1.67,113.49,18.0,1.0,28.0,4.0,1
33,Fes,2026-04-28 18:20:07.124533,34.0181,-5.0078,22.95,22.97,64.0,1008.0,4.12,340.0,75.0,Rain,light rain,2.0,3.38,6.72,0.41,86.87,0.23,101.74,18.0,1.0,28.0,4.0,2
33,Marrakech,2026-04-28 18:20:03.697763,31.6295,-7.9811,20.98,20.8,64.0,1008.0,2.57,240.0,75.0,Clouds,broken clouds,2.0,3.48,7.68,0.72,92.4,0.67,108.31,18.0,1.0,28.0,4.0,3
33,Rabat,2026-04-28 18:19:59.829622,34.0209,-6.8416,19.37,19.82,94.0,1009.0,3.09,300.0,75.0,Clouds,broken clouds,2.0,5.96,10.37,2.07,98.18,3.54,113.52,18.0,1.0,28.0,4.0,4
33,Tanger,2026-04-28 18:20:10.341589,35.7595,-5.834,19.74,19.94,83.0,1009.0,2.06,260.0,75.0,Clouds,broken clouds,3.0,9.08,19.97,0.77,111.19,1.78,121.34,18.0,1.0,28.0,4.0,5
34,Agadir,2026-04-28 19:20:43.743168,30.4278,-9.5981,20.06,19.87,67.0,1010.0,6.73,292.0,14.0,Clouds,few clouds,3.0,4.11,6.55,0.25,101.68,0.22,115.91,19.0,1.0,28.0,4.0,0
34,Casablanca,2026-04-28 19:20:17.657223,33.5731,-7.5898,18.95,18.91,77.0,1010.0,3.09,330.0,75.0,Clouds,broken clouds,3.0,7.47,13.49,1.05,100.08,1.94,114.25,19.0,1.0,28.0,4.0,1
34,Fes,2026-04-28 19:20:27.665902,34.0181,-5.0078,20.95,21.01,73.0,1009.0,4.12,340.0,75.0,Rain,light rain,2.0,3.08,5.9,0.58,85.2,0.24,102.57,19.0,1.0,28.0,4.0,2
34,Marrakech,2026-04-28 19:20:24.267559,31.6295,-7.9811,19.98,19.81,68.0,1009.0,3.09,240.0,75.0,Clouds,broken clouds,2.0,3.24,7.02,0.95,91.25,0.64,108.92,19.0,1.0,28.0,4.0,3
34,Rabat,2026-04-28 19:20:20.934856,34.0209,-6.8416,19.35,19.64,88.0,1010.0,2.57,280.0,100.0,Clouds,overcast clouds,2.0,7.35,12.6,2.49,97.66,3.62,114.7,19.0,1.0,28.0,4.0,4
34,Tanger,2026-04-28 19:20:31.044846,35.7595,-5.834,18.74,18.97,88.0,1009.0,1.54,250.0,75.0,Clouds,broken clouds,3.0,9.53,21.44,0.94,109.27,1.53,120.72,19.0,1.0,28.0,4.0,5
35,Agadir,2026-04-28 20:21:03.163607,30.4278,-9.5981,19.06,18.9,72.0,1010.0,5.93,292.0,0.0,Clear,clear sky,3.0,4.32,6.94,0.25,102.19,0.23,116.5,20.0,1.0,28.0,4.0,0
35,Casablanca,2026-04-28 20:20:46.002527,33.5731,-7.5898,18.44,18.43,80.0,1011.0,2.68,330.0,75.0,Clouds,broken clouds,2.0,8.19,14.96,1.28,97.7,2.13,113.72,20.0,1.0,28.0,4.0,1
35,Fes,2026-04-28 20:20:56.631316,34.0181,-5.0078,19.97,20.03,77.0,1010.0,3.6,330.0,75.0,Rain,moderate rain,2.0,2.92,5.33,1.15,74.82,0.26,102.01,20.0,1.0,28.0,4.0,2
35,Marrakech,2026-04-28 20:20:53.279475,31.6295,-7.9811,19.97,19.8,68.0,1009.0,2.06,250.0,75.0,Clouds,broken clouds,2.0,2.91,6.57,1.15,88.88,0.59,108.72,20.0,1.0,28.0,4.0,3
35,Rabat,2026-04-28 20:20:50.008832,34.0209,-6.8416,18.37,18.72,94.0,1010.0,1.54,260.0,100.0,Clouds,overcast clouds,2.0,8.13,14.43,2.71,95.17,3.5,114.3,20.0,1.0,28.0,4.0,4
35,Tanger,2026-04-28 20:20:59.861122,35.7595,-5.834,18.74,18.97,88.0,1009.0,1.54,270.0,75.0,Clouds,broken clouds,3.0,9.93,22.29,1.13,106.81,1.44,120.18,20.0,1.0,28.0,4.0,5
36,Agadir,2026-04-28 21:38:39.469258,30.4278,-9.5981,19.06,19.14,81.0,1012.0,4.85,307.0,0.0,Clear,clear sky,3.0,4.53,7.69,0.24,101.88,0.26,116.4,21.0,1.0,28.0,4.0,0
36,Casablanca,,33.5731,-7.5898,19.185000000000002,19.015,71.0,1011.0,3.24,321.5,70.0,Clouds,broken clouds,2.0,6.275,13.305,0.845,96.93,1.9649999999999999,111.4,14.555891238670695,2.881168177240685,13.362537764350453,4.628398791540786,1
36,Fes,2026-04-28 21:38:33.035686,34.0181,-5.0078,18.95,19.2,88.0,1011.0,2.57,320.0,75.0,Clouds,broken clouds,1.0,2.88,4.94,2.01,54.47,0.27,103.02,21.0,1.0,28.0,4.0,2
36,Marrakech,2026-04-28 21:38:29.799983,31.6295,-7.9811,19.98,19.81,68.0,1011.0,2.06,240.0,75.0,Clouds,broken clouds,2.0,3.13,7.57,1.38,86.47,0.57,110.84,21.0,1.0,28.0,4.0,3
36,Rabat,2026-04-28 21:38:26.265516,34.0209,-6.8416,18.37,18.72,94.0,1011.0,2.06,270.0,100.0,Clouds,overcast clouds,2.0,8.32,16.18,2.58,91.42,3.12,115.57,21.0,1.0,28.0,4.0,4
36,Tanger,2026-04-28 21:38:36.248571,35.7595,-5.834,18.83,19.07,88.0,1010.0,2.06,250.0,75.0,Clouds,broken clouds,3.0,10.29,22.67,1.24,102.78,1.32,120.55,21.0,1.0,28.0,4.0,5
37,Agadir,2026-04-29 14:13:04.500721,30.4278,-9.5981,24.06,24.32,69.0,1011.0,4.94,282.0,62.0,Clouds,broken clouds,2.0,3.59,7.93,0.13,95.55,0.28,114.75,14.0,2.0,29.0,4.0,0
37,Casablanca,2026-04-29 14:12:47.795559,33.5731,-7.5898,19.93,19.6,62.0,1011.0,3.8,313.0,65.0,Clouds,broken clouds,2.0,4.36,11.65,0.41,96.16,1.8,109.08,14.0,2.0,29.0,4.0,1
37,Fes,2026-04-29 14:12:57.943960,34.0181,-5.0078,18.95,19.36,94.0,1010.0,1.54,360.0,75.0,Rain,light rain,2.0,2.33,3.53,0.27,79.73,0.25,102.67,14.0,2.0,29.0,4.0,2
37,Marrakech,2026-04-29 14:12:54.657074,31.6295,-7.9811,19.98,19.94,73.0,1010.0,3.09,320.0,75.0,Clouds,broken clouds,2.0,2.74,7.62,0.24,93.16,0.25,105.82,14.0,2.0,29.0,4.0,3
37,Rabat,2026-04-29 14:12:51.212089,34.0209,-6.8416,20.37,20.47,77.0,1011.0,2.57,290.0,75.0,Clouds,broken clouds,2.0,4.62,7.72,0.79,99.98,3.66,109.21,14.0,2.0,29.0,4.0,4
37,Tanger,2026-04-29 14:13:01.207154,35.7595,-5.834,18.74,18.68,77.0,1011.0,3.09,260.0,75.0,Clouds,broken clouds,3.0,3.2,6.95,0.4,101.13,0.92,116.53,14.0,2.0,29.0,4.0,5
38,Agadir,2026-04-29 15:13:22.794783,30.4278,-9.5981,26.06,26.06,66.0,1010.0,6.3,281.0,46.0,Clouds,scattered clouds,2.0,2.86,6.17,0.13,95.98,0.31,113.88,15.0,2.0,29.0,4.0,0
38,Casablanca,2026-04-29 15:13:06.259124,33.5731,-7.5898,19.93,19.81,70.0,1012.0,4.44,322.0,76.0,Clouds,broken clouds,2.0,3.99,9.42,0.54,96.46,2.14,108.14,15.0,2.0,29.0,4.0,1
38,Fes,2026-04-29 15:13:16.199799,34.0181,-5.0078,19.95,20.14,82.0,1010.0,3.6,330.0,75.0,Rain,light rain,2.0,3.03,4.74,0.27,82.54,0.39,102.07,15.0,2.0,29.0,4.0,2
38,Marrakech,2026-04-29 15:13:12.964941,31.6295,-7.9811,20.98,20.91,68.0,1009.0,2.06,310.0,75.0,Clouds,broken clouds,2.0,2.35,6.51,0.22,94.75,0.19,103.33,15.0,2.0,29.0,4.0,3
38,Rabat,2026-04-29 15:13:09.746028,34.0209,-6.8416,20.37,20.63,83.0,1012.0,2.06,300.0,75.0,Clouds,broken clouds,2.0,4.3,6.84,1.1,97.38,3.51,109.32,15.0,2.0,29.0,4.0,4
38,Tanger,2026-04-29 15:13:19.509746,35.7595,-5.834,18.74,18.68,77.0,1011.0,3.6,270.0,75.0,Clouds,broken clouds,3.0,3.16,5.5,0.36,100.92,0.72,117.37,15.0,2.0,29.0,4.0,5
39,Agadir,2026-04-29 16:13:41.464005,30.4278,-9.5981,25.06,25.34,66.0,1010.0,7.45,285.0,29.0,Clouds,scattered clouds,2.0,2.77,6.12,0.13,95.71,0.3,113.84,16.0,2.0,29.0,4.0,0
39,Casablanca,2026-04-29 16:13:24.882897,33.5731,-7.5898,20.01,19.84,68.0,1011.0,2.57,20.0,40.0,Clouds,scattered clouds,2.0,3.82,9.17,0.57,96.34,2.25,106.98,16.0,2.0,29.0,4.0,1
39,Fes,2026-04-29 16:13:34.794211,34.0181,-5.0078,19.95,20.14,82.0,1010.0,4.12,310.0,75.0,Clouds,broken clouds,2.0,3.36,4.85,0.28,83.76,0.5,102.23,16.0,2.0,29.0,4.0,2
39,Marrakech,2026-04-29 16:13:31.501656,31.6295,-7.9811,21.98,21.9,64.0,1009.0,2.06,330.0,75.0,Clouds,broken clouds,2.0,2.56,6.87,0.25,93.85,0.26,102.14,16.0,2.0,29.0,4.0,3
39,Rabat,2026-04-29 16:13:28.250138,34.0209,-6.8416,21.37,21.6,78.0,1012.0,2.57,310.0,75.0,Clouds,broken clouds,2.0,4.38,6.94,1.12,98.33,3.46,108.9,16.0,2.0,29.0,4.0,4
39,Tanger,2026-04-29 16:13:38.090447,35.7595,-5.834,18.74,18.68,77.0,1011.0,3.09,280.0,75.0,Clouds,broken clouds,2.0,2.78,5.01,0.36,99.96,0.67,115.63,16.0,2.0,29.0,4.0,5
40,Agadir,2026-04-29 17:14:01.390825,30.4278,-9.5981,25.06,25.32,65.0,1009.0,7.48,290.0,20.0,Clouds,few clouds,2.0,2.53,5.86,0.14,95.47,0.28,113.56,17.0,2.0,29.0,4.0,0
40,Casablanca,2026-04-29 17:13:44.185338,33.5731,-7.5898,19.99,19.82,68.0,1011.0,2.24,20.0,72.0,Clouds,broken clouds,2.0,3.81,9.37,0.71,96.94,2.61,106.99,17.0,2.0,29.0,4.0,1
40,Fes,2026-04-29 17:13:54.428255,34.0181,-5.0078,19.97,20.16,82.0,1010.0,4.12,310.0,75.0,Clouds,broken clouds,2.0,3.87,5.13,0.41,83.63,0.66,103.03,17.0,2.0,29.0,4.0,2
40,Marrakech,2026-04-29 17:13:51.044732,31.6295,-7.9811,21.98,21.9,64.0,1009.0,2.06,0.0,75.0,Clouds,broken clouds,2.0,3.0,7.83,0.34,94.78,0.38,103.89,17.0,2.0,29.0,4.0,3
40,Rabat,2026-04-29 17:13:47.441033,34.0209,-6.8416,20.35,20.45,77.0,1011.0,3.09,300.0,40.0,Clouds,scattered clouds,2.0,4.38,7.28,1.42,97.84,3.51,108.92,17.0,2.0,29.0,4.0,4
40,Tanger,2026-04-29 17:13:57.890947,35.7595,-5.834,18.74,18.68,77.0,1011.0,3.6,300.0,40.0,Clouds,scattered clouds,2.0,2.46,4.65,0.39,98.97,0.64,114.02,17.0,2.0,29.0,4.0,5
41,Agadir,2026-04-29 18:14:20.563662,30.4278,-9.5981,24.06,24.22,65.0,1010.0,7.59,291.0,15.0,Clouds,few clouds,2.0,2.31,5.62,0.17,95.02,0.27,113.04,18.0,2.0,29.0,4.0,0
41,Casablanca,2026-04-29 18:14:03.447677,33.5731,-7.5898,19.99,19.82,68.0,1011.0,2.68,30.0,72.0,Clouds,broken clouds,2.0,3.91,9.96,0.93,97.15,3.17,107.05,18.0,2.0,29.0,4.0,1
41,Fes,2026-04-29 18:14:13.686162,34.0181,-5.0078,18.95,19.2,88.0,1010.0,3.6,290.0,75.0,Clouds,broken clouds,2.0,4.4,5.5,0.68,81.33,0.79,103.99,18.0,2.0,29.0,4.0,2
41,Marrakech,2026-04-29 18:14:10.313483,31.6295,-7.9811,21.96,21.78,60.0,1008.0,2.06,330.0,75.0,Clouds,broken clouds,2.0,3.58,9.25,0.5,95.11,0.56,105.34,18.0,2.0,29.0,4.0,3
41,Rabat,2026-04-29 18:14:06.766471,34.0209,-6.8416,20.37,20.47,77.0,1011.0,2.57,330.0,40.0,Clouds,scattered clouds,2.0,4.32,7.77,2.04,95.73,3.69,109.37,18.0,2.0,29.0,4.0,4
41,Tanger,2026-04-29 18:14:17.067403,35.7595,-5.834,18.74,18.55,72.0,1011.0,1.54,280.0,40.0,Clouds,scattered clouds,2.0,2.27,4.5,0.48,98.33,0.64,112.91,18.0,2.0,29.0,4.0,5
42,Agadir,2026-04-29 19:14:38.774118,30.4278,-9.5981,21.06,20.97,67.0,1010.0,6.66,295.0,12.0,Clouds,few clouds,2.0,2.15,5.4,0.19,94.81,0.27,112.52,19.0,2.0,29.0,4.0,0
42,Casablanca,2026-04-29 19:14:22.492536,33.5731,-7.5898,18.95,18.78,72.0,1012.0,2.57,30.0,40.0,Clouds,scattered clouds,2.0,3.96,10.41,1.21,96.62,3.66,107.36,19.0,2.0,29.0,4.0,1
42,Fes,2026-04-29 19:14:32.299946,34.0181,-5.0078,17.95,18.26,94.0,1011.0,3.6,300.0,75.0,Clouds,broken clouds,2.0,4.62,5.65,0.99,78.82,0.82,104.64,19.0,2.0,29.0,4.0,2
42,Marrakech,2026-04-29 19:14:29.076425,31.6295,-7.9811,21.98,21.9,64.0,1009.0,2.06,90.0,75.0,Clouds,broken clouds,2.0,4.04,10.63,0.69,94.5,0.74,106.29,19.0,2.0,29.0,4.0,3
42,Rabat,2026-04-29 19:14:25.811442,34.0209,-6.8416,19.37,19.5,82.0,1012.0,2.57,350.0,40.0,Clouds,scattered clouds,2.0,4.2,8.09,2.6,93.25,3.78,109.82,19.0,2.0,29.0,4.0,4
42,Tanger,2026-04-29 19:14:35.521666,35.7595,-5.834,17.74,17.58,77.0,1012.0,3.09,290.0,20.0,Clouds,few clouds,2.0,2.17,4.5,0.59,97.46,0.68,112.43,19.0,2.0,29.0,4.0,5
43,Agadir,2026-04-29 20:14:59.413948,30.4278,-9.5981,19.06,18.88,71.0,1010.0,6.07,295.0,1.0,Clear,clear sky,2.0,2.03,5.46,0.2,94.41,0.27,111.78,20.0,2.0,29.0,4.0,0
43,Casablanca,2026-04-29 20:14:41.783422,33.5731,-7.5898,18.44,18.3,75.0,1013.0,2.57,40.0,40.0,Clouds,scattered clouds,2.0,3.95,10.83,1.71,94.0,4.0,107.85,20.0,2.0,29.0,4.0,1
43,Fes,2026-04-29 20:14:52.429349,34.0181,-5.0078,16.95,17.31,100.0,1011.0,2.57,280.0,75.0,Clouds,broken clouds,2.0,4.64,5.67,1.51,73.7,0.79,104.83,20.0,2.0,29.0,4.0,2
43,Marrakech,2026-04-29 20:14:48.944927,31.6295,-7.9811,20.98,20.91,68.0,1009.0,4.12,120.0,75.0,Clouds,broken clouds,2.0,4.2,11.48,0.98,91.16,0.84,105.6,20.0,2.0,29.0,4.0,3
43,Rabat,2026-04-29 20:14:45.387056,34.0209,-6.8416,18.37,18.56,88.0,1012.0,2.57,350.0,40.0,Clouds,scattered clouds,2.0,4.09,8.26,3.05,90.4,3.82,110.21,20.0,2.0,29.0,4.0,4
43,Tanger,2026-04-29 20:14:56.113958,35.7595,-5.834,16.74,16.61,82.0,1012.0,2.57,280.0,20.0,Clouds,few clouds,2.0,2.14,4.61,0.85,95.45,0.74,112.27,20.0,2.0,29.0,4.0,5
44,Agadir,2026-04-29 21:15:22.689301,30.4278,-9.5981,18.06,17.88,75.0,1011.0,4.23,302.0,50.0,Clouds,scattered clouds,2.0,2.03,5.78,0.2,94.53,0.28,111.65,21.0,2.0,29.0,4.0,0
44,Casablanca,2026-04-29 21:15:03.433332,33.5731,-7.5898,17.89,17.88,82.0,1014.0,2.06,40.0,97.0,Clouds,overcast clouds,2.0,4.01,11.48,2.12,90.99,4.15,109.56,21.0,2.0,29.0,4.0,1
44,Fes,2026-04-29 21:15:14.599022,34.0181,-5.0078,16.95,17.31,100.0,1013.0,3.09,280.0,75.0,Clouds,broken clouds,2.0,4.6,5.67,1.92,69.57,0.77,105.59,21.0,2.0,29.0,4.0,2
44,Marrakech,2026-04-29 21:15:11.321757,31.6295,-7.9811,19.98,19.81,68.0,1011.0,4.12,130.0,75.0,Clouds,broken clouds,2.0,4.24,12.12,1.19,89.07,0.84,106.56,21.0,2.0,29.0,4.0,3
44,Rabat,2026-04-29 21:15:07.944789,34.0209,-6.8416,18.37,18.56,88.0,1014.0,2.57,340.0,40.0,Clouds,scattered clouds,2.0,4.06,8.42,3.33,87.91,3.89,111.65,21.0,2.0,29.0,4.0,4
44,Tanger,2026-04-29 21:15:17.983771,35.7595,-5.834,15.74,15.67,88.0,1013.0,1.03,260.0,0.0,Clear,clear sky,2.0,2.15,4.77,1.0,93.25,0.77,112.78,21.0,2.0,29.0,4.0,5
45,Agadir,2026-04-29 22:15:43.484567,30.4278,-9.5981,18.06,18.01,80.0,1013.0,2.43,310.0,64.0,Clouds,broken clouds,2.0,2.02,5.91,0.19,94.88,0.29,111.52,22.0,2.0,29.0,4.0,0
45,Casablanca,2026-04-29 22:15:24.785813,33.5731,-7.5898,17.77,17.74,82.0,1014.0,1.79,40.0,96.0,Clouds,overcast clouds,2.0,4.1,12.01,2.29,88.84,4.24,111.45,22.0,2.0,29.0,4.0,1
