cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
133,Tanger,2026-05-06 20:37:27.515679,35.7595,-5.834,16.74,16.35,72.0,1011.0,3.6,280.0,0.0,Clear,clear sky,3.0,2.23,5.15,1.14,109.77,1.0,116.72,20.0,2.0,6.0,5.0,5
134,Agadir,2026-05-06 21:37:53.807431,30.4278,-9.5981,18.06,17.64,66.0,1010.0,2.41,2.0,8.0,Clear,clear sky,3.0,1.41,5.5,0.27,112.99,0.47,116.3,21.0,2.0,6.0,5.0,0
134,Casablanca,2026-05-06 21:37:32.817426,33.5731,-7.5898,17.89,17.51,68.0,1012.0,3.09,20.0,93.0,Clouds,overcast clouds,3.0,2.64,8.11,1.93,100.11,4.19,116.88,21.0,2.0,6.0,5.0,1
134,Fes,2026-05-06 21:37:47.325812,34.0181,-5.0078,16.95,16.35,63.0,1011.0,2.57,320.0,40.0,Clouds,scattered clouds,2.0,2.92,5.43,1.36,83.09,1.14,100.63,21.0,2.0,6.0,5.0,2
134,Marrakech,2026-05-06 21:37:44.129340,31.6295,-7.9811,19.98,19.39,52.0,1010.0,4.63,340.0,75.0,Clouds,broken clouds,2.0,2.54,8.11,1.38,83.78,0.95,104.94,21.0,2.0,6.0,5.0,3
134,Rabat,2026-05-06 21:37:36.032375,34.0209,-6.8416,17.37,17.46,88.0,1012.0,2.06,330.0,40.0,Clouds,scattered clouds,2.0,2.24,4.79,2.49,99.26,3.03,116.24,21.0,2.0,6.0,5.0,4
134,Tanger,2026-05-06 21:37:50.522064,35.7595,-5.834,15.74,15.38,77.0,1011.0,1.54,270.0,0.0,Clear,clear sky,3.0,2.23,5.15,1.14,109.77,1.0,116.72,21.0,2.0,6.0,5.0,5
135,Agadir,2026-05-06 22:38:12.766211,30.4278,-9.5981,17.06,16.7,72.0,1011.0,2.68,15.0,6.0,Clear,clear sky,3.0,1.33,5.48,0.23,113.1,0.42,116.41,22.0,2.0,6.0,5.0,0
135,Casablanca,2026-05-06 22:37:55.917209,33.5731,-7.5898,16.84,16.46,72.0,1013.0,2.57,10.0,84.0,Clouds,broken clouds,2.0,2.78,8.49,1.97,98.36,4.24,116.51,22.0,2.0,6.0,5.0,1
135,Fes,2026-05-06 22:38:06.213339,34.0181,-5.0078,16.95,16.58,72.0,1011.0,2.57,310.0,40.0,Clouds,scattered clouds,2.0,2.77,5.25,1.86,78.89,0.93,102.21,22.0,2.0,6.0,5.0,2
135,Marrakech,2026-05-06 22:38:02.966606,31.6295,-7.9811,17.98,17.48,63.0,1011.0,4.12,360.0,75.0,Clouds,broken clouds,2.0,2.6,8.75,1.51,84.67,0.97,104.8,22.0,2.0,6.0,5.0,3
135,Rabat,2026-05-06 22:37:59.363514,34.0209,-6.8416,17.37,17.3,82.0,1012.0,2.06,320.0,75.0,Clouds,broken clouds,2.0,2.21,4.36,2.44,95.65,2.67,117.09,22.0,2.0,6.0,5.0,4
135,Tanger,2026-05-06 22:38:09.529490,35.7595,-5.834,14.74,14.41,82.0,1011.0,0.51,0.0,0.0,Clear,clear sky,3.0,2.16,5.46,1.22,108.46,1.01,117.19,22.0,2.0,6.0,5.0,5
136,Agadir,2026-05-06 23:38:33.154784,30.4278,-9.5981,16.06,15.6,72.0,1011.0,3.11,30.0,5.0,Clear,clear sky,3.0,1.33,5.49,0.22,113.14,0.41,116.73,23.0,2.0,6.0,5.0,0
136,Casablanca,2026-05-06 23:38:15.832484,33.5731,-7.5898,16.84,16.33,67.0,1012.0,3.09,0.0,78.0,Clouds,broken clouds,2.0,2.96,8.93,1.94,98.0,4.15,117.07,23.0,2.0,6.0,5.0,1
136,Fes,2026-05-06 23:38:26.384422,34.0181,-5.0078,15.95,15.48,72.0,1011.0,3.6,310.0,75.0,Clouds,broken clouds,2.0,2.55,4.73,2.0,75.86,0.75,102.76,23.0,2.0,6.0,5.0,2
136,Marrakech,2026-05-06 23:38:22.591313,31.6295,-7.9811,16.97,16.47,67.0,1012.0,3.6,330.0,75.0,Clouds,broken clouds,2.0,2.7,9.44,1.55,86.55,0.96,105.99,23.0,2.0,6.0,5.0,3
136,Rabat,2026-05-06 23:38:19.044607,34.0209,-6.8416,16.37,16.36,88.0,1012.0,1.54,320.0,75.0,Clouds,broken clouds,2.0,2.23,4.3,2.37,94.93,2.51,117.13,23.0,2.0,6.0,5.0,4
136,Tanger,2026-05-06 23:38:29.576624,35.7595,-5.834,15.74,15.38,77.0,1011.0,1.54,230.0,0.0,Clear,clear sky,3.0,2.26,6.02,1.29,107.56,1.0,117.5,23.0,2.0,6.0,5.0,5
137,Agadir,2026-05-07 00:38:51.840035,30.4278,-9.5981,16.06,15.65,74.0,1011.0,2.38,52.0,4.0,Clear,clear sky,3.0,1.32,5.41,0.21,112.95,0.42,117.31,0.0,3.0,7.0,5.0,0
137,Casablanca,2026-05-07 00:38:35.658493,33.5731,-7.5898,16.84,16.33,67.0,1012.0,2.06,10.0,74.0,Clouds,broken clouds,2.0,3.14,9.44,1.8,98.18,4.04,117.37,0.0,3.0,7.0,5.0,1
137,Fes,2026-05-07 00:38:45.467817,34.0181,-5.0078,14.95,14.38,72.0,1011.0,4.12,300.0,75.0,Clouds,broken clouds,2.0,2.41,4.38,1.95,72.2,0.61,102.89,0.0,3.0,7.0,5.0,2
137,Marrakech,2026-05-07 00:38:42.275206,31.6295,-7.9811,15.97,15.5,72.0,1012.0,4.12,300.0,75.0,Clouds,broken clouds,2.0,2.76,9.94,1.43,88.0,0.92,107.01,0.0,3.0,7.0,5.0,3
137,Rabat,2026-05-07 00:38:39.113449,34.0209,-6.8416,15.37,15.26,88.0,1012.0,1.54,320.0,40.0,Clouds,scattered clouds,2.0,2.32,4.52,2.19,94.74,2.44,117.09,0.0,3.0,7.0,5.0,4
137,Tanger,2026-05-07 00:38:48.661294,35.7595,-5.834,15.74,15.38,77.0,1011.0,1.54,230.0,0.0,Clear,clear sky,3.0,2.38,6.7,1.17,107.21,1.01,117.81,0.0,3.0,7.0,5.0,5
138,Agadir,2026-05-07 01:39:09.654842,30.4278,-9.5981,16.06,15.73,77.0,1010.0,2.46,73.0,0.0,Clear,clear sky,3.0,1.27,5.12,0.2,112.49,0.41,117.6,1.0,3.0,7.0,5.0,0
138,Casablanca,2026-05-07 01:38:53.703628,33.5731,-7.5898,16.84,16.33,67.0,1012.0,2.57,360.0,51.0,Clouds,broken clouds,2.0,3.31,10.12,1.62,98.21,3.93,116.7,1.0,3.0,7.0,5.0,1
138,Fes,2026-05-07 01:39:03.299424,34.0181,-5.0078,14.95,14.64,82.0,1011.0,2.57,300.0,75.0,Clouds,broken clouds,2.0,2.31,4.1,1.77,67.05,0.63,102.02,1.0,3.0,7.0,5.0,2
138,Marrakech,2026-05-07 01:39:00.114920,31.6295,-7.9811,15.98,15.51,72.0,1011.0,2.57,320.0,75.0,Clouds,broken clouds,2.0,2.76,10.24,1.24,87.32,0.85,106.31,1.0,3.0,7.0,5.0,3
138,Rabat,2026-05-07 01:38:56.902001,34.0209,-6.8416,11.37,10.99,93.0,1011.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.44,5.05,1.96,94.42,2.34,116.46,1.0,3.0,7.0,5.0,4
138,Tanger,2026-05-07 01:39:06.476764,35.7595,-5.834,14.74,14.41,82.0,1010.0,1.03,250.0,0.0,Clear,clear sky,3.0,2.43,7.15,0.99,106.61,1.0,117.83,1.0,3.0,7.0,5.0,5
139,Agadir,2026-05-07 02:39:27.957600,30.4278,-9.5981,16.06,15.81,80.0,1010.0,3.09,97.0,0.0,Clear,clear sky,3.0,1.21,4.77,0.19,112.01,0.39,117.58,2.0,3.0,7.0,5.0,0
139,Casablanca,2026-05-07 02:39:12.027665,33.5731,-7.5898,16.84,16.22,63.0,1011.0,2.06,10.0,91.0,Clouds,overcast clouds,2.0,3.51,10.94,1.49,99.07,3.99,116.46,2.0,3.0,7.0,5.0,1
139,Fes,2026-05-07 02:39:21.613301,34.0181,-5.0078,13.95,13.7,88.0,1011.0,3.09,310.0,75.0,Rain,light rain,2.0,2.27,3.95,1.62,63.7,0.73,101.53,2.0,3.0,7.0,5.0,2
139,Marrakech,2026-05-07 02:39:18.411964,31.6295,-7.9811,15.98,15.51,72.0,1011.0,2.57,280.0,75.0,Clouds,broken clouds,2.0,2.77,10.54,1.03,86.59,0.76,106.41,2.0,3.0,7.0,5.0,3
139,Rabat,2026-05-07 02:39:15.239992,34.0209,-6.8416,11.37,11.17,100.0,1011.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.6,5.72,1.77,94.74,2.35,115.87,2.0,3.0,7.0,5.0,4
139,Tanger,2026-05-07 02:39:24.785680,35.7595,-5.834,14.74,14.41,82.0,1010.0,1.03,0.0,0.0,Clear,clear sky,3.0,2.4,7.29,0.86,105.77,0.98,117.86,2.0,3.0,7.0,5.0,5
140,Agadir,2026-05-07 09:28:38.889727,30.4278,-9.5981,17.06,16.81,76.0,1012.0,1.38,123.0,25.0,Clouds,scattered clouds,3.0,0.84,2.87,0.32,109.45,0.32,115.41,9.0,3.0,7.0,5.0,0
140,Casablanca,2026-05-07 09:28:22.059968,33.5731,-7.5898,16.84,16.12,59.0,1013.0,2.06,340.0,40.0,Clouds,scattered clouds,3.0,3.67,12.2,2.02,104.73,4.18,115.66,9.0,3.0,7.0,5.0,1
140,Fes,2026-05-07 09:28:32.028972,34.0181,-5.0078,11.95,11.81,100.0,1013.0,1.03,0.0,75.0,Rain,light rain,2.0,2.28,4.08,1.27,70.49,0.7,104.69,9.0,3.0,7.0,5.0,2
140,Marrakech,2026-05-07 09:28:28.616142,31.6295,-7.9811,13.98,13.73,88.0,1012.0,1.03,0.0,75.0,Clouds,broken clouds,2.0,2.56,9.87,0.79,89.58,0.59,105.12,9.0,3.0,7.0,5.0,3
140,Rabat,2026-05-07 09:28:25.317881,34.0209,-6.8416,18.37,17.91,63.0,1013.0,1.54,250.0,40.0,Clouds,scattered clouds,2.0,3.06,6.96,4.14,92.06,2.51,117.19,9.0,3.0,7.0,5.0,4
140,Tanger,2026-05-07 09:28:35.338343,35.7595,-5.834,16.74,16.35,72.0,1012.0,4.12,180.0,40.0,Clouds,scattered clouds,2.0,2.15,6.09,2.73,96.71,1.06,121.48,9.0,3.0,7.0,5.0,5
141,Agadir,2026-05-07 10:29:00.355123,30.4278,-9.5981,20.06,19.95,70.0,1012.0,1.61,125.0,35.0,Clouds,scattered clouds,3.0,0.9,2.93,0.29,109.42,0.35,115.38,10.0,3.0,7.0,5.0,0
141,Casablanca,2026-05-07 10:28:41.721503,33.5731,-7.5898,18.95,18.34,55.0,1013.0,2.06,40.0,40.0,Clouds,scattered clouds,3.0,3.59,11.68,1.57,107.18,4.25,114.65,10.0,3.0,7.0,5.0,1
141,Fes,2026-05-07 10:28:52.668166,34.0181,-5.0078,12.95,12.76,94.0,1013.0,2.06,180.0,75.0,Rain,light rain,2.0,2.34,4.12,1.12,72.73,0.7,104.61,10.0,3.0,7.0,5.0,2
141,Marrakech,2026-05-07 10:28:48.981198,31.6295,-7.9811,14.98,14.67,82.0,1012.0,1.03,0.0,75.0,Clouds,broken clouds,2.0,2.51,9.37,0.7,90.09,0.57,104.93,10.0,3.0,7.0,5.0,3
141,Rabat,2026-05-07 10:28:45.210725,34.0209,-6.8416,19.37,18.9,59.0,1013.0,2.06,240.0,40.0,Clouds,scattered clouds,2.0,3.09,6.87,3.6,94.78,2.72,116.51,10.0,3.0,7.0,5.0,4
141,Tanger,2026-05-07 10:28:55.974087,35.7595,-5.834,17.74,17.35,68.0,1012.0,4.63,210.0,40.0,Clouds,scattered clouds,3.0,2.02,5.68,2.05,100.5,1.11,120.8,10.0,3.0,7.0,5.0,5
142,Agadir,2026-05-07 11:29:21.903125,30.4278,-9.5981,21.06,20.94,66.0,1012.0,1.63,184.0,35.0,Clouds,scattered clouds,3.0,1.04,3.25,0.24,109.62,0.39,115.08,11.0,3.0,7.0,5.0,0
142,Casablanca,2026-05-07 11:29:03.878645,33.5731,-7.5898,18.95,18.28,53.0,1013.0,2.57,360.0,40.0,Clouds,scattered clouds,3.0,3.25,10.08,0.9,111.88,3.57,113.51,11.0,3.0,7.0,5.0,1
142,Fes,2026-05-07 11:29:14.840708,34.0181,-5.0078,13.95,14.01,100.0,1013.0,1.03,0.0,75.0,Clouds,broken clouds,2.0,2.42,4.17,0.76,79.97,0.75,104.57,11.0,3.0,7.0,5.0,2
142,Marrakech,2026-05-07 11:29:10.853556,31.6295,-7.9811,15.98,15.64,77.0,1013.0,2.57,90.0,75.0,Clouds,broken clouds,2.0,2.25,8.34,0.47,92.98,0.49,104.84,11.0,3.0,7.0,5.0,3
142,Rabat,2026-05-07 11:29:07.358663,34.0209,-6.8416,20.37,19.82,52.0,1013.0,2.57,270.0,40.0,Clouds,scattered clouds,3.0,3.22,6.85,2.67,100.81,2.86,115.87,11.0,3.0,7.0,5.0,4
142,Tanger,2026-05-07 11:29:18.429278,35.7595,-5.834,19.74,19.13,52.0,1012.0,5.14,220.0,40.0,Clouds,scattered clouds,3.0,1.68,5.04,0.63,110.73,1.08,117.91,11.0,3.0,7.0,5.0,5
143,Agadir,2026-05-07 12:29:41.165886,30.4278,-9.5981,22.06,21.94,62.0,1011.0,2.61,254.0,29.0,Clouds,scattered clouds,3.0,1.25,3.75,0.2,109.13,0.44,114.78,12.0,3.0,7.0,5.0,0
143,Casablanca,2026-05-07 12:29:24.785745,33.5731,-7.5898,20.01,19.35,49.0,1013.0,2.57,350.0,40.0,Clouds,scattered clouds,3.0,2.97,8.95,0.59,112.95,2.86,111.09,12.0,3.0,7.0,5.0,1
143,Fes,2026-05-07 12:29:34.631470,34.0181,-5.0078,14.95,14.8,88.0,1013.0,2.06,210.0,75.0,Clouds,broken clouds,2.0,2.45,4.02,0.61,82.57,0.73,103.6,12.0,3.0,7.0,5.0,2
143,Marrakech,2026-05-07 12:29:31.355272,31.6295,-7.9811,16.98,16.48,67.0,1012.0,2.06,340.0,75.0,Clouds,broken clouds,2.0,2.05,7.48,0.31,94.67,0.41,103.75,12.0,3.0,7.0,5.0,3
143,Rabat,2026-05-07 12:29:28.074317,34.0209,-6.8416,20.37,19.82,52.0,1013.0,3.09,290.0,40.0,Clouds,scattered clouds,3.0,3.51,7.12,2.02,105.04,2.9,114.15,12.0,3.0,7.0,5.0,4
143,Tanger,2026-05-07 12:29:37.904138,35.7595,-5.834,19.74,19.44,64.0,1012.0,6.17,220.0,40.0,Clouds,scattered clouds,3.0,1.63,4.89,0.48,112.12,0.97,117.36,12.0,3.0,7.0,5.0,5
144,Agadir,2026-05-07 13:29:59.230675,30.4278,-9.5981,24.06,24.06,59.0,1011.0,4.84,273.0,25.0,Clouds,scattered clouds,3.0,1.44,4.17,0.17,108.64,0.47,114.48,13.0,3.0,7.0,5.0,0
144,Casablanca,2026-05-07 13:29:43.376157,33.5731,-7.5898,20.01,19.24,45.0,1012.0,3.09,10.0,40.0,Clouds,scattered clouds,3.0,2.97,8.82,0.49,113.03,2.71,109.38,13.0,3.0,7.0,5.0,1
144,Fes,2026-05-07 13:29:52.868018,34.0181,-5.0078,16.95,16.58,72.0,1013.0,1.54,0.0,75.0,Clouds,broken clouds,2.0,2.41,3.76,0.51,84.05,0.68,102.55,13.0,3.0,7.0,5.0,2
144,Marrakech,2026-05-07 13:29:49.701299,31.6295,-7.9811,18.98,18.58,63.0,1011.0,2.06,0.0,75.0,Clouds,broken clouds,2.0,2.01,7.16,0.23,95.97,0.39,102.4,13.0,3.0,7.0,5.0,3
144,Rabat,2026-05-07 13:29:46.522796,34.0209,-6.8416,20.37,19.82,52.0,1013.0,3.09,300.0,40.0,Clouds,scattered clouds,3.0,3.84,7.4,1.44,109.46,2.89,112.61,13.0,3.0,7.0,5.0,4
144,Tanger,2026-05-07 13:29:56.033491,35.7595,-5.834,19.74,19.44,64.0,1012.0,5.66,240.0,40.0,Clouds,scattered clouds,3.0,1.65,4.88,0.42,113.27,0.95,116.81,13.0,3.0,7.0,5.0,5
145,Agadir,2026-05-07 16:59:34.126783,30.4278,-9.5981,23.06,22.86,55.0,1009.0,8.22,303.0,11.0,Clouds,few clouds,3.0,1.38,4.08,0.18,108.46,0.36,114.84,16.0,3.0,7.0,5.0,0
145,Casablanca,2026-05-07 16:59:16.698036,33.5731,-7.5898,20.0,19.41,52.0,1010.0,3.6,30.0,40.0,Clouds,scattered clouds,3.0,3.11,8.29,0.6,117.15,3.43,108.08,16.0,3.0,7.0,5.0,1
145,Fes,2026-05-07 16:59:27.204421,34.0181,-5.0078,18.95,18.55,63.0,1009.0,1.54,0.0,75.0,Clouds,broken clouds,2.0,2.01,3.04,0.28,90.21,0.49,100.32,16.0,3.0,7.0,5.0,2
145,Marrakech,2026-05-07 16:59:23.836199,31.6295,-7.9811,23.98,23.56,43.0,1008.0,1.54,0.0,75.0,Clouds,broken clouds,3.0,2.88,8.77,0.32,105.64,0.76,102.99,16.0,3.0,7.0,5.0,3
145,Rabat,2026-05-07 16:59:20.140539,34.0209,-6.8416,19.37,18.72,52.0,1011.0,4.12,330.0,40.0,Clouds,scattered clouds,3.0,3.44,5.98,0.92,114.91,3.26,109.27,16.0,3.0,7.0,5.0,4
145,Tanger,2026-05-07 16:59:30.596137,35.7595,-5.834,18.74,18.31,63.0,1010.0,4.63,260.0,40.0,Clouds,scattered clouds,3.0,1.43,3.98,0.52,115.45,0.89,115.84,16.0,3.0,7.0,5.0,5
146,Agadir,2026-05-07 17:59:56.287966,30.4278,-9.5981,23.06,22.88,56.0,1009.0,8.08,314.0,27.0,Clouds,scattered clouds,3.0,1.25,3.78,0.22,107.56,0.32,115.14,17.0,3.0,7.0,5.0,0
146,Casablanca,2026-05-07 17:59:37.930756,33.5731,-7.5898,18.95,18.34,55.0,1011.0,3.6,30.0,0.0,Clear,clear sky,3.0,3.15,8.34,0.86,117.09,4.15,109.3,17.0,3.0,7.0,5.0,1
146,Fes,2026-05-07 17:59:48.850810,34.0181,-5.0078,18.95,18.44,59.0,1009.0,1.54,60.0,75.0,Clouds,broken clouds,2.0,2.21,3.37,0.47,88.76,0.51,100.37,17.0,3.0,7.0,5.0,2
146,Marrakech,2026-05-07 17:59:45.220928,31.6295,-7.9811,23.98,23.56,43.0,1008.0,1.03,0.0,75.0,Clouds,broken clouds,3.0,3.46,10.39,0.43,107.0,0.98,104.08,17.0,3.0,7.0,5.0,3
146,Rabat,2026-05-07 17:59:41.610483,34.0209,-6.8416,19.37,18.9,59.0,1011.0,4.12,320.0,40.0,Clouds,scattered clouds,3.0,3.57,6.33,1.38,114.23,3.83,111.12,17.0,3.0,7.0,5.0,4
146,Tanger,2026-05-07 17:59:52.409478,35.7595,-5.834,18.74,18.21,59.0,1011.0,5.14,260.0,40.0,Clouds,scattered clouds,3.0,1.4,3.95,0.67,115.32,0.94,115.96,17.0,3.0,7.0,5.0,5
147,Agadir,2026-05-07 19:00:17.256534,30.4278,-9.5981,22.06,21.91,61.0,1009.0,7.93,317.0,23.0,Clouds,few clouds,3.0,1.14,3.56,0.25,106.41,0.31,115.44,19.0,3.0,7.0,5.0,0
147,Casablanca,2026-05-07 19:00:00.209560,33.5731,-7.5898,18.95,18.34,55.0,1011.0,3.6,0.0,0.0,Clear,clear sky,3.0,3.0,8.13,1.25,113.92,4.72,110.61,19.0,3.0,7.0,5.0,1
147,Fes,2026-05-07 19:00:10.046695,34.0181,-5.0078,18.95,18.44,59.0,1009.0,1.54,20.0,75.0,Clouds,broken clouds,2.0,2.36,3.64,0.68,87.1,0.53,100.58,19.0,3.0,7.0,5.0,2
147,Marrakech,2026-05-07 19:00:06.760890,31.6295,-7.9811,22.98,22.38,40.0,1008.0,1.54,0.0,75.0,Clouds,broken clouds,3.0,3.6,10.76,0.56,107.35,1.11,104.93,19.0,3.0,7.0,5.0,3
147,Rabat,2026-05-07 19:00:03.469178,34.0209,-6.8416,18.37,17.91,63.0,1011.0,3.09,320.0,40.0,Clouds,scattered clouds,3.0,3.25,6.13,1.93,112.07,4.07,113.32,19.0,3.0,7.0,5.0,4
147,Tanger,2026-05-07 19:00:13.515589,35.7595,-5.834,18.74,18.21,59.0,1011.0,4.63,260.0,0.0,Clear,clear sky,3.0,1.35,3.83,0.77,114.65,0.92,115.89,19.0,3.0,7.0,5.0,5
148,Agadir,2026-05-07 20:01:25.051957,30.4278,-9.5981,20.06,19.74,62.0,1010.0,7.37,316.0,76.0,Clouds,broken clouds,3.0,1.06,3.4,0.27,105.55,0.31,115.51,20.0,3.0,7.0,5.0,0
148,Casablanca,2026-05-07 20:01:09.066658,33.5731,-7.5898,18.44,17.78,55.0,1012.0,3.58,0.0,75.0,Clouds,broken clouds,3.0,2.75,7.88,1.72,108.27,4.93,111.3,20.0,3.0,7.0,5.0,1
148,Fes,2026-05-07 20:01:18.617785,34.0181,-5.0078,16.95,16.58,72.0,1010.0,1.03,0.0,40.0,Clouds,scattered clouds,2.0,2.46,3.83,1.16,80.87,0.5,100.73,20.0,3.0,7.0,5.0,2
148,Marrakech,2026-05-07 20:01:15.400017,31.6295,-7.9811,21.98,21.36,43.0,1009.0,2.57,250.0,75.0,Clouds,broken clouds,3.0,3.44,10.39,0.79,105.33,1.14,104.86,20.0,3.0,7.0,5.0,3
148,Rabat,2026-05-07 20:01:12.240458,34.0209,-6.8416,17.37,16.91,67.0,1012.0,3.6,330.0,40.0,Clouds,scattered clouds,3.0,2.71,5.57,2.49,107.24,4.0,114.47,20.0,3.0,7.0,5.0,4
148,Tanger,2026-05-07 20:01:21.833786,35.7595,-5.834,16.74,16.22,67.0,1011.0,3.09,280.0,0.0,Clear,clear sky,3.0,1.29,3.67,0.93,112.99,0.85,115.95,20.0,3.0,7.0,5.0,5
149,Agadir,2026-05-07 21:01:47.930962,30.4278,-9.5981,18.06,17.67,67.0,1011.0,7.26,321.0,64.0,Clouds,broken clouds,3.0,1.01,3.34,0.26,105.2,0.31,115.64,21.0,3.0,7.0,5.0,0
149,Casablanca,2026-05-07 21:01:30.032909,33.5731,-7.5898,16.93,16.27,61.0,1012.0,3.35,359.0,100.0,Clouds,overcast clouds,3.0,2.57,7.91,2.02,104.35,4.93,113.53,21.0,3.0,7.0,5.0,1
149,Fes,2026-05-07 21:01:39.583727,34.0181,-5.0078,16.95,16.71,77.0,1011.0,1.03,80.0,40.0,Clouds,scattered clouds,2.0,2.55,4.01,1.66,72.55,0.44,100.98,21.0,3.0,7.0,5.0,2
149,Marrakech,2026-05-07 21:01:36.406848,31.6295,-7.9811,20.98,20.49,52.0,1010.0,2.57,180.0,75.0,Clouds,broken clouds,3.0,3.35,10.41,0.96,103.6,1.13,106.15,21.0,3.0,7.0,5.0,3
149,Rabat,2026-05-07 21:01:33.223609,34.0209,-6.8416,17.37,16.91,67.0,1012.0,2.57,330.0,40.0,Clouds,scattered clouds,3.0,2.34,5.2,2.83,103.16,3.93,116.1,21.0,3.0,7.0,5.0,4
149,Tanger,2026-05-07 21:01:44.042519,35.7595,-5.834,16.74,16.22,67.0,1012.0,2.57,260.0,75.0,Clouds,broken clouds,3.0,1.27,3.59,1.07,110.9,0.8,116.31,21.0,3.0,7.0,5.0,5
150,Agadir,2026-05-07 23:33:57.087333,30.4278,-9.5981,16.06,15.65,74.0,1012.0,1.9,67.0,62.0,Clouds,broken clouds,3.0,1.03,3.56,0.21,106.14,0.32,115.36,23.0,3.0,7.0,5.0,0
150,Casablanca,2026-05-07 23:33:39.345193,33.5731,-7.5898,16.84,16.22,63.0,1012.0,2.06,80.0,100.0,Clouds,overcast clouds,2.0,2.54,8.86,2.33,91.79,3.2,117.06,23.0,3.0,7.0,5.0,1
150,Fes,2026-05-07 23:33:49.795627,34.0181,-5.0078,14.95,14.51,77.0,1012.0,4.12,310.0,75.0,Clouds,broken clouds,1.0,2.35,3.98,2.44,58.94,0.32,100.67,23.0,3.0,7.0,5.0,2
150,Marrakech,2026-05-07 23:33:46.046217,31.6295,-7.9811,16.98,16.07,51.0,1013.0,3.09,300.0,75.0,Clouds,broken clouds,2.0,2.95,9.76,1.11,97.49,0.84,107.06,23.0,3.0,7.0,5.0,3
150,Rabat,2026-05-07 23:33:42.510977,34.0209,-6.8416,14.37,14.0,82.0,1013.0,1.54,80.0,40.0,Clouds,scattered clouds,2.0,2.09,5.17,2.99,94.55,3.92,117.4,23.0,3.0,7.0,5.0,4
150,Tanger,2026-05-07 23:33:53.250229,35.7595,-5.834,16.74,16.11,63.0,1013.0,1.03,230.0,75.0,Clouds,broken clouds,3.0,1.34,3.75,1.78,101.58,0.78,116.69,23.0,3.0,7.0,5.0,5
151,Agadir,2026-05-08 00:34:15.408478,30.4278,-9.5981,16.06,15.81,80.0,1013.0,1.46,35.0,51.0,Clouds,broken clouds,3.0,1.06,3.74,0.2,106.43,0.31,115.41,0.0,4.0,8.0,5.0,0
151,Casablanca,2026-05-08 00:33:59.497458,33.5731,-7.5898,16.84,16.22,63.0,1012.0,2.06,80.0,100.0,Clouds,overcast clouds,2.0,2.72,9.9,2.27,88.05,2.78,117.4,0.0,4.0,8.0,5.0,1
151,Fes,2026-05-08 00:34:09.056725,34.0181,-5.0078,13.95,13.54,82.0,1012.0,3.09,270.0,75.0,Clouds,broken clouds,1.0,2.21,3.8,2.48,54.9,0.24,100.87,0.0,4.0,8.0,5.0,2
151,Marrakech,2026-05-08 00:34:05.864500,31.6295,-7.9811,15.98,15.07,55.0,1012.0,3.6,300.0,75.0,Clouds,broken clouds,2.0,2.9,9.62,1.05,97.06,0.75,107.76,0.0,4.0,8.0,5.0,3
151,Rabat,2026-05-08 00:34:02.693162,34.0209,-6.8416,12.37,12.12,94.0,1012.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.19,5.37,2.81,93.21,3.75,117.59,0.0,4.0,8.0,5.0,4
151,Tanger,2026-05-08 00:34:12.235949,35.7595,-5.834,15.74,15.25,72.0,1012.0,0.51,0.0,75.0,Clouds,broken clouds,2.0,1.38,3.81,1.86,98.03,0.74,116.73,0.0,4.0,8.0,5.0,5
152,Agadir,2026-05-08 01:34:34.408387,30.4278,-9.5981,16.06,15.81,80.0,1012.0,2.52,81.0,100.0,Clouds,overcast clouds,3.0,1.06,3.84,0.18,106.69,0.29,115.17,1.0,4.0,8.0,5.0,0
152,Casablanca,2026-05-08 01:34:17.851564,33.5731,-7.5898,16.84,16.22,63.0,1012.0,1.54,60.0,100.0,Clouds,overcast clouds,2.0,2.96,11.11,2.18,84.05,2.54,117.27,1.0,4.0,8.0,5.0,1
152,Fes,2026-05-08 01:34:27.881514,34.0181,-5.0078,13.95,13.54,82.0,1012.0,2.57,230.0,75.0,Clouds,broken clouds,1.0,2.08,3.66,2.38,50.71,0.18,99.58,1.0,4.0,8.0,5.0,2
152,Marrakech,2026-05-08 01:34:24.685009,31.6295,-7.9811,15.98,15.07,55.0,1012.0,2.57,300.0,75.0,Clouds,broken clouds,2.0,2.92,9.54,0.99,93.32,0.62,107.48,1.0,4.0,8.0,5.0,3
152,Rabat,2026-05-08 01:34:21.499931,34.0209,-6.8416,12.37,12.12,94.0,1012.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.34,5.65,2.66,89.35,3.14,117.56,1.0,4.0,8.0,5.0,4
152,Tanger,2026-05-08 01:34:31.227480,35.7595,-5.834,15.74,15.25,72.0,1011.0,1.54,70.0,75.0,Clouds,broken clouds,2.0,1.42,3.87,1.74,94.86,0.71,116.4,1.0,4.0,8.0,5.0,5
